"RN","ThreAss","ThreCon","intervention","step","Asupp","Bsupp","ABsupp","Apos","Aneg","A","Bpos","Bneg","B","ABpos","ABneg","AB","sr-supporters","sr-opponents","satisfaction-rate","support-rate"
"1","0.5","0.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0.5","0.5","0","1","22","16","2","17","3","2","11","5","0","2","0","0","0.6875","0.7727272727272727","0.75","0.4"
"1","0.5","0.5","0","2","15","24","1","14","1","0","13","11","0","1","0","0","0.5416666666666666","0.9333333333333333","0.7","0.6"
"1","0.5","0.5","0","3","15","24","1","14","1","0","13","11","0","1","0","0","0.5416666666666666","0.9333333333333333","0.7","0.6"
"1","0.5","0.5","0","4","16","24","0","14","2","0","13","11","0","0","0","0","0.5416666666666666","0.875","0.675","0.6"
"1","0.5","0.5","0","5","15","24","1","14","1","0","13","11","0","1","0","0","0.5416666666666666","0.9333333333333333","0.7","0.6"
"1","0.5","0.5","0","6","16","24","0","14","2","0","13","11","0","0","0","0","0.5416666666666666","0.875","0.675","0.6"
"1","0.5","0.5","0","7","16","24","0","14","2","0","13","11","0","0","0","0","0.5416666666666666","0.875","0.675","0.6"
"1","0.5","0.5","0","8","16","24","0","14","2","0","13","11","0","0","0","0","0.5416666666666666","0.875","0.675","0.6"
"1","0.5","0.5","0","9","16","24","0","14","2","0","13","11","0","0","0","0","0.5416666666666666","0.875","0.675","0.6"
"1","0.5","0.5","0","10","16","24","0","14","2","0","13","11","0","0","0","0","0.5416666666666666","0.875","0.675","0.6"
"1","0.5","0.5","0","11","14","26","0","12","2","0","14","12","0","0","0","0","0.5384615384615384","0.8571428571428571","0.65","0.65"
"1","0.5","0.5","0","12","14","26","0","12","2","0","14","12","0","0","0","0","0.5384615384615384","0.8571428571428571","0.65","0.65"
"1","0.5","0.5","0","13","14","26","0","12","2","0","14","12","0","0","0","0","0.5384615384615384","0.8571428571428571","0.65","0.65"
"1","0.5","0.5","0","14","14","26","0","12","2","0","14","12","0","0","0","0","0.5384615384615384","0.8571428571428571","0.65","0.65"
"1","0.5","0.5","0","15","14","26","0","12","2","0","14","12","0","0","0","0","0.5384615384615384","0.8571428571428571","0.65","0.65"
"1","0.5","0.5","0","16","14","26","0","12","2","0","14","12","0","0","0","0","0.5384615384615384","0.8571428571428571","0.65","0.65"
"1","0.5","0.5","0","17","14","26","0","12","2","0","14","12","0","0","0","0","0.5384615384615384","0.8571428571428571","0.65","0.65"
"1","0.5","0.5","0","18","14","26","0","12","2","0","14","12","0","0","0","0","0.5384615384615384","0.8571428571428571","0.65","0.65"
"1","0.5","0.5","0","19","14","26","0","12","2","0","14","12","0","0","0","0","0.5384615384615384","0.8571428571428571","0.65","0.65"
"1","0.5","0.5","0","20","14","26","0","12","2","0","14","12","0","0","0","0","0.5384615384615384","0.8571428571428571","0.65","0.65"
"1","0.5","0.5","0","21","13","27","0","11","2","0","15","12","0","0","0","0","0.5555555555555556","0.8461538461538461","0.65","0.675"
"1","0.5","0.5","0","22","13","27","0","11","2","0","15","12","0","0","0","0","0.5555555555555556","0.8461538461538461","0.65","0.675"
"1","0.5","0.5","0","23","13","27","0","11","2","0","15","12","0","0","0","0","0.5555555555555556","0.8461538461538461","0.65","0.675"
"1","0.5","0.5","0","24","13","27","0","11","2","0","15","12","0","0","0","0","0.5555555555555556","0.8461538461538461","0.65","0.675"
"1","0.5","0.5","0","25","13","27","0","11","2","0","15","12","0","0","0","0","0.5555555555555556","0.8461538461538461","0.65","0.675"
"1","0.5","0.5","0","26","13","27","0","11","2","0","15","12","0","0","0","0","0.5555555555555556","0.8461538461538461","0.65","0.675"
"1","0.5","0.5","0","27","13","27","0","11","2","0","15","12","0","0","0","0","0.5555555555555556","0.8461538461538461","0.65","0.675"
"1","0.5","0.5","0","28","13","27","0","11","2","0","15","12","0","0","0","0","0.5555555555555556","0.8461538461538461","0.65","0.675"
"1","0.5","0.5","0","29","13","27","0","11","2","0","15","12","0","0","0","0","0.5555555555555556","0.8461538461538461","0.65","0.675"
"1","0.5","0.5","0","30","13","27","0","11","2","0","15","12","0","0","0","0","0.5555555555555556","0.8461538461538461","0.65","0.675"
"1","0.5","0.5","0","31","6","34","0","4","1","1","17","17","0","0","0","0","0.5","0.6666666666666666","0.525","0.85"
"1","0.5","0.5","0","32","5","35","0","4","1","0","18","17","0","0","0","0","0.5142857142857142","0.8","0.55","0.875"
"1","0.5","0.5","0","33","5","35","0","4","1","0","18","17","0","0","0","0","0.5142857142857142","0.8","0.55","0.875"
"1","0.5","0.5","0","34","5","35","0","4","1","0","18","17","0","0","0","0","0.5142857142857142","0.8","0.55","0.875"
"1","0.5","0.5","0","35","5","35","0","4","1","0","18","17","0","0","0","0","0.5142857142857142","0.8","0.55","0.875"
"1","0.5","0.5","0","36","5","35","0","4","1","0","18","17","0","0","0","0","0.5142857142857142","0.8","0.55","0.875"
"1","0.5","0.5","0","37","5","35","0","4","1","0","18","17","0","0","0","0","0.5142857142857142","0.8","0.55","0.875"
"1","0.5","0.5","0","38","5","35","0","4","1","0","18","17","0","0","0","0","0.5142857142857142","0.8","0.55","0.875"
"1","0.5","0.5","0","39","5","35","0","4","1","0","18","17","0","0","0","0","0.5142857142857142","0.8","0.55","0.875"
"1","0.5","0.5","0","40","5","35","0","4","1","0","18","17","0","0","0","0","0.5142857142857142","0.8","0.55","0.875"
"1","0.5","0.5","0","41","3","37","0","2","1","0","18","19","0","0","0","0","0.4864864864864865","0.6666666666666666","0.5","0.925"
"1","0.5","0.5","0","42","3","37","0","2","1","0","18","19","0","0","0","0","0.4864864864864865","0.6666666666666666","0.5","0.925"
"1","0.5","0.5","0","43","3","37","0","2","1","0","18","19","0","0","0","0","0.4864864864864865","0.6666666666666666","0.5","0.925"
"1","0.5","0.5","0","44","3","37","0","2","1","0","18","19","0","0","0","0","0.4864864864864865","0.6666666666666666","0.5","0.925"
"1","0.5","0.5","0","45","3","37","0","2","1","0","18","19","0","0","0","0","0.4864864864864865","0.6666666666666666","0.5","0.925"
"1","0.5","0.5","0","46","3","37","0","2","1","0","18","19","0","0","0","0","0.4864864864864865","0.6666666666666666","0.5","0.925"
"1","0.5","0.5","0","47","3","37","0","2","1","0","18","19","0","0","0","0","0.4864864864864865","0.6666666666666666","0.5","0.925"
"1","0.5","0.5","0","48","3","37","0","2","1","0","18","19","0","0","0","0","0.4864864864864865","0.6666666666666666","0.5","0.925"
"1","0.5","0.5","0","49","3","37","0","2","1","0","18","19","0","0","0","0","0.4864864864864865","0.6666666666666666","0.5","0.925"
"1","0.5","0.5","0","50","3","37","0","2","1","0","18","19","0","0","0","0","0.4864864864864865","0.6666666666666666","0.5","0.925"
"1","0.5","0.5","0","51","2","38","0","1","1","0","18","19","1","0","0","0","0.47368421052631576","0.5","0.475","0.95"
"1","0.5","0.5","0","52","1","39","0","1","0","0","20","18","1","0","0","0","0.5128205128205128","1","0.525","0.975"
"1","0.5","0.5","0","53","1","39","0","1","0","0","20","18","1","0","0","0","0.5128205128205128","1","0.525","0.975"
"1","0.5","0.5","0","54","1","39","0","1","0","0","20","18","1","0","0","0","0.5128205128205128","1","0.525","0.975"
"1","0.5","0.5","0","55","1","39","0","1","0","0","20","18","1","0","0","0","0.5128205128205128","1","0.525","0.975"
"1","0.5","0.5","0","56","1","39","0","1","0","0","20","18","1","0","0","0","0.5128205128205128","1","0.525","0.975"
"1","0.5","0.5","0","57","1","39","0","1","0","0","20","18","1","0","0","0","0.5128205128205128","1","0.525","0.975"
"1","0.5","0.5","0","58","1","39","0","1","0","0","20","18","1","0","0","0","0.5128205128205128","1","0.525","0.975"
"1","0.5","0.5","0","59","1","39","0","1","0","0","20","18","1","0","0","0","0.5128205128205128","1","0.525","0.975"
"1","0.5","0.5","0","60","1","39","0","1","0","0","20","18","1","0","0","0","0.5128205128205128","1","0.525","0.975"
"1","0.5","0.5","0","61","1","39","0","1","0","0","20","18","1","0","0","0","0.5128205128205128","1","0.525","0.975"
"1","0.5","0.5","0","62","1","39","0","1","0","0","20","18","1","0","0","0","0.5128205128205128","1","0.525","0.975"
"1","0.5","0.5","0","63","1","39","0","1","0","0","20","18","1","0","0","0","0.5128205128205128","1","0.525","0.975"
"1","0.5","0.5","0","64","1","39","0","1","0","0","20","18","1","0","0","0","0.5128205128205128","1","0.525","0.975"
"1","0.5","0.5","0","65","1","39","0","1","0","0","20","18","1","0","0","0","0.5128205128205128","1","0.525","0.975"
"1","0.5","0.5","0","66","1","39","0","1","0","0","20","18","1","0","0","0","0.5128205128205128","1","0.525","0.975"
"1","0.5","0.5","0","67","1","39","0","1","0","0","20","18","1","0","0","0","0.5128205128205128","1","0.525","0.975"
"1","0.5","0.5","0","68","1","39","0","1","0","0","20","18","1","0","0","0","0.5128205128205128","1","0.525","0.975"
"1","0.5","0.5","0","69","1","39","0","1","0","0","20","18","1","0","0","0","0.5128205128205128","1","0.525","0.975"
"1","0.5","0.5","0","70","1","39","0","1","0","0","20","18","1","0","0","0","0.5128205128205128","1","0.525","0.975"
"1","0.5","0.5","0","71","0","40","0","0","0","0","23","17","0","0","0","0","0.575","0","0.575","1"
"1","0.5","0.5","0","72","0","40","0","0","0","0","23","17","0","0","0","0","0.575","0","0.575","1"
"1","0.5","0.5","0","73","0","40","0","0","0","0","23","17","0","0","0","0","0.575","0","0.575","1"
"1","0.5","0.5","0","74","0","40","0","0","0","0","23","17","0","0","0","0","0.575","0","0.575","1"
"1","0.5","0.5","0","75","0","40","0","0","0","0","23","17","0","0","0","0","0.575","0","0.575","1"
"1","0.5","0.5","0","76","0","40","0","0","0","0","23","17","0","0","0","0","0.575","0","0.575","1"
"1","0.5","0.5","0","77","0","40","0","0","0","0","23","17","0","0","0","0","0.575","0","0.575","1"
"1","0.5","0.5","0","78","0","40","0","0","0","0","23","17","0","0","0","0","0.575","0","0.575","1"
"1","0.5","0.5","0","79","0","40","0","0","0","0","23","17","0","0","0","0","0.575","0","0.575","1"
"1","0.5","0.5","0","80","0","40","0","0","0","0","23","17","0","0","0","0","0.575","0","0.575","1"
"1","0.5","0.5","0","81","0","40","0","0","0","0","23","17","0","0","0","0","0.575","0","0.575","1"
"1","0.5","0.5","0","82","0","40","0","0","0","0","23","17","0","0","0","0","0.575","0","0.575","1"
"1","0.5","0.5","0","83","0","40","0","0","0","0","23","17","0","0","0","0","0.575","0","0.575","1"
"1","0.5","0.5","0","84","0","40","0","0","0","0","23","17","0","0","0","0","0.575","0","0.575","1"
"1","0.5","0.5","0","85","0","40","0","0","0","0","23","17","0","0","0","0","0.575","0","0.575","1"
"1","0.5","0.5","0","86","0","40","0","0","0","0","23","17","0","0","0","0","0.575","0","0.575","1"
"1","0.5","0.5","0","87","0","40","0","0","0","0","23","17","0","0","0","0","0.575","0","0.575","1"
"1","0.5","0.5","0","88","0","40","0","0","0","0","23","17","0","0","0","0","0.575","0","0.575","1"
"1","0.5","0.5","0","89","0","40","0","0","0","0","23","17","0","0","0","0","0.575","0","0.575","1"
"1","0.5","0.5","0","90","0","40","0","0","0","0","23","17","0","0","0","0","0.575","0","0.575","1"
"1","0.5","0.5","0","91","0","40","0","0","0","0","23","17","0","0","0","0","0.575","0","0.575","1"
"1","0.5","0.5","0","92","0","40","0","0","0","0","23","17","0","0","0","0","0.575","0","0.575","1"
"1","0.5","0.5","0","93","0","40","0","0","0","0","23","17","0","0","0","0","0.575","0","0.575","1"
"1","0.5","0.5","0","94","0","40","0","0","0","0","23","17","0","0","0","0","0.575","0","0.575","1"
"1","0.5","0.5","0","95","0","40","0","0","0","0","23","17","0","0","0","0","0.575","0","0.575","1"
"1","0.5","0.5","0","96","0","40","0","0","0","0","23","17","0","0","0","0","0.575","0","0.575","1"
"1","0.5","0.5","0","97","0","40","0","0","0","0","23","17","0","0","0","0","0.575","0","0.575","1"
"1","0.5","0.5","0","98","0","40","0","0","0","0","23","17","0","0","0","0","0.575","0","0.575","1"
"1","0.5","0.5","0","99","0","40","0","0","0","0","23","17","0","0","0","0","0.575","0","0.575","1"
"1","0.5","0.5","0","100","0","40","0","0","0","0","23","17","0","0","0","0","0.575","0","0.575","1"
